id	links	xcoord_p	ycoord_p
47387	3	1821608.4973105474	659705.4952043102
47388	4	1822015.3012919913	659866.5191479584
47389	3	1822845.7056924289	659891.8085196693
47390	3	1822381.5763296857	659954.5820783781
47391	3	1821898.396772668	660219.5009130524
47392	1	1822395.7226544858	660241.3725686186
47393	3	1821522.3767363161	660246.8937677083
47394	1	1821555.0052476018	660450.5892217816
47395	3	1821957.575165207	660593.7960463822
47396	3	1821876.440708797	660838.4773287021
47397	1	1822180.1973248175	660885.3546500339
47398	1	1821620.0588486055	661050.5576557299
47399	2	1821886.6633507858	661165.695948969
47400	1	1827838.9381957345	656326.0805554128
47401	1	1826878.6670992866	656454.1788836392
47402	1	1827452.6222784065	656493.9642264132
47403	1	1826533.3714369314	656555.2551432466
47404	3	1827867.0631839668	656704.906015759
47405	3	1827475.6834034065	656741.7607964388
47406	3	1826899.491191415	656786.8065817057
47407	3	1826549.6953198633	656812.5490818674
47408	3	1828354.8672643392	656822.3044397368
47409	3	1826077.0379775863	656834.1685756455
47410	1	1828214.3896234597	657264.9268753818
47411	1	1827735.9488774873	657613.4526460626
47412	3	1827701.4867534477	657994.7674527836
47413	3	1826348.8707635729	658068.008272475
47414	3	1827125.5742421255	658152.2950464675
47415	1	1829270.803139055	658157.8973269239
47416	4	1828995.998073493	658178.5166180785
47417	1	1828827.1976369675	658198.9900081108
47418	1	1829041.2021215789	658489.9142995758
47419	3	1827306.815993934	658925.7164607772
47420	3	1827727.8990205314	658991.7370812483
47421	1	1827907.3488751338	659037.0962004493
47422	1	1827187.5585138982	659113.414697043
47423	1	1830530.165939332	667431.557889085
47424	3	1830685.2942192678	667959.4029365819
47425	4	1821615.7509423466	681446.348401282
47426	4	1825513.7197388643	686426.2042108976
47427	3	1824520.1585209076	686419.4928404483
47428	3	1825110.0053658953	686451.869511361
47429	3	1823794.977952659	686518.498477426
47430	3	1824751.0334486708	686517.3626096406
47431	3	1823299.75210696	686589.425516718
47432	3	1822956.9492778517	686642.8461430869
47433	5	1822614.444517857	686696.6333875309
47434	3	1824411.1393676025	686681.42121487
47435	1	1823328.0164781986	686754.5599429028
47436	3	1823846.4533685998	686842.2408057927
47437	3	1824016.0744059575	687137.7243061223
47438	1	1823986.6299083645	687207.404360504
47439	3	1824960.9619498097	687267.70751559
47440	3	1824669.1058408057	687303.0163684356
47441	3	1821617.1597913501	688159.6929922918
47442	1	1824705.7058340302	690386.6663963153
47443	3	1726117.9799392042	669211.7979651963
47444	1	1723297.7438433846	669479.8764837199
47445	3	1724253.4887420652	669579.9019258601
47446	1	1724681.2054399315	669615.6058162035
47447	4	1724149.7090830267	669908.423588086
47448	4	1724198.523061346	669921.4805136899
47449	3	1724990.3345910348	670360.3904713453
47450	3	1724007.4838526906	670472.0827357313
47451	1	1738651.2609420945	677888.7442513524
47452	3	1738919.8132202586	678077.0059567959
47453	1	1738639.6126068428	679279.8713053125
47454	1	1738337.4049323623	680198.9568094029
47455	1	1738737.1857860005	680825.2160324962
47456	1	1738130.5254414172	680933.8040905154
47457	3	1739200.560007319	681064.718288311
47458	3	1738448.042828993	681345.5621410811
47459	3	1739205.2300409006	681355.5575455532
47460	3	1738810.0338115897	681377.6291697688
47461	3	1739205.5566986585	681396.6926622861
47462	1	1738428.055863489	681873.5948754492
47463	1	1733923.3369983016	682683.0855773033
47464	3	1736782.0725811385	683098.3192631563
47465	3	1736865.6119791826	683177.3761653978
47466	1	1786802.8000731752	611341.5519534138
47467	3	1711864.5410301024	663791.5337234705
47468	3	1712275.1444699839	663883.2701452629
47469	3	1712038.126831436	663889.7416646354
47470	3	1711632.8959340802	663904.2630350984
47471	3	1711631.3861002042	663966.892824322
47472	3	1711599.5484521724	663972.2725817723
47473	1	1711125.8847250931	663993.5984761505
47474	3	1711013.8435503	664076.5077433625
47475	3	1711703.9397826225	664124.609029793
47476	3	1711131.8468347087	664132.611978899
47477	3	1711079.3119476836	664300.1783964472
47478	1	1709170.8246965648	664683.479230852
47479	1	1712730.1549506353	668557.2698084977
47480	1	1711434.7082386296	669169.8153529511
47481	3	1710571.579690881	669961.6735905533
47482	1	1714551.1000907712	670294.8322634109
47483	1	1812030.5153494156	687505.9973985837
47484	1	1817498.314226507	689431.0790753368
47485	3	1815623.3632401049	683881.9686129652
47486	3	1774481.2456549134	669455.8889260592
47487	3	1774975.326325836	668922.1625564158
47488	3	1714002.1538037078	650221.3560394332
47489	3	1713856.575580731	650024.9618119091
47490	3	1713972.9994705096	650298.4262008634
47491	1	1811461.74312	679197.9353348719
47492	1	1810997.2543293578	679350.0871698866
47493	1	1811261.9917590648	678874.2951302518
47494	1	1816952.8565829329	678512.95303538
47495	1	1815757.8759659203	675121.2713689427
47496	1	1817644.2650229814	670443.9765384737
47497	1	1817752.2749048127	671119.4372399522
47498	1	1825938.1385482242	674877.7389973901
47499	3	1817695.5419043675	670880.9222854853
47500	3	1798692.6078583675	662305.4531089219
47501	2	1798439.161886499	661079.4003926754
47502	3	1799163.976717962	661225.4920592809
47503	3	1799434.5273142823	661595.9566379942
47504	3	1800027.6091548253	661634.7211325036
47505	1	1798807.273964681	661922.5372137697
47506	1	1799228.3911998782	661989.9627855051
47507	4	1798449.2636962484	662043.3191206579
47508	1	1798252.8893490862	662187.1793064564
47509	1	1798320.7556204353	662481.2881165567
47510	4	1798504.7860265616	662598.1538537614
47511	1	1798734.356233207	663129.7592513117
47512	1	1798392.1397237654	663172.54458855
47513	1	1793894.0809991488	658544.7587575923
47514	1	1794245.1821112505	658596.1532577635
47515	3	1794012.085098343	659260.4761649802
47516	1	1794338.3930086314	659314.9338111447
47517	3	1794390.7288314945	659719.0667099927
47518	1	1809027.8475267796	612274.9843459731
47519	1	1811786.6698946825	616766.2142319194
47520	1	1812073.373533357	617180.0192807346
47521	3	1808314.9060012887	617317.4327649778
47522	3	1808640.6770520243	618800.1404123419
47523	1	1807807.2033100184	619289.6434643167
47524	3	1809643.566029463	620026.4914050674
47525	3	1810093.3269363018	620196.9395416518
47526	3	1809717.2215945444	620302.0212020467
47527	1	1809330.0795057619	620388.967022408
47528	3	1809421.8040279618	620455.0799460831
47529	3	1808107.080920279	620687.3078992246
47530	3	1809304.2155720552	620685.7931296903
47531	3	1807889.7901234305	620744.5737217177
47532	1	1809430.9745014792	620778.6515241099
47533	3	1808974.460158657	620830.3087489796
47534	3	1804192.4912700255	619959.0071476052
47535	3	1802223.669264551	617859.2475584447
47536	3	1806605.848504812	619340.0233655528
47537	1	1804933.8378603226	619453.1746003841
47538	3	1806389.6149326693	619481.7492198688
47539	3	1806671.513528226	619555.889377816
47540	3	1806184.7245411975	619589.5583649345
47541	3	1804507.7887687637	619665.630956118
47542	3	1805496.0437428632	619685.1650359305
47543	3	1805934.8802831762	619695.0732905729
47544	3	1807023.650910386	620295.4497344407
47545	4	1806905.43032423	620409.6868702633
47546	4	1806641.909769832	620659.4278026541
47547	4	1806382.1127673753	620834.1602582051
47548	3	1806120.519360967	620898.9682419945
47549	3	1805862.849359431	620925.1694136346
47550	1	1806429.0849370353	620932.9131446054
47551	4	1805392.451109654	618879.4240796294
47552	3	1804334.3693376684	621045.5581717192
47553	3	1806475.87478035	621368.7585190422
47554	3	1805863.5391234334	621889.4801193142
47555	3	1795324.231605415	625168.3099849847
47556	4	1795535.9562759793	625326.8531363917
47557	1	1795117.496145068	625349.3796956644
47558	3	1797710.2004005273	605679.6723324572
47559	1	1797952.0929282065	605966.1914683288
47560	4	1797744.935266079	606001.6311253239
47561	3	1797417.458796619	606050.1599705
47562	1	1797052.5590510143	606073.0682256818
47563	1	1797989.446277728	606281.2186559428
47564	1	1797106.3958610601	606422.5792935014
47565	3	1797394.7251096454	606458.0044350044
47566	3	1798044.9369470445	606461.4491958874
47567	3	1797814.3913107663	606543.2575226903
47568	1	1796715.9286608	606572.6886263496
47569	1	1797906.3555537353	606688.3262146726
47570	3	1805809.6884916036	607467.7156716113
47571	1	1805701.2984077588	607550.2310057044
47572	1	1805758.219472079	607836.0358571364
47573	1	1805817.394041758	608154.5906010866
47574	1	1805451.9513772621	611227.9429517663
47575	3	1803401.488029723	612791.7802476189
47576	3	1785172.4063372093	622100.1861953945
47577	4	1784986.482593353	622339.8053919773
47578	3	1784657.0381782055	623116.5559147607
47579	4	1786387.935148946	624183.142877591
47580	3	1786564.8475122037	624297.0638615062
47581	1	1785674.3323029722	624518.5484356771
47582	1	1785494.907929292	624615.423218412
47583	3	1785561.6099842796	624644.8519860894
47584	3	1784581.4430827824	625037.3043969456
47585	1	1784481.3615804214	625104.9227129593
47586	1	1784894.5247288928	625133.2403962062
47587	1	1784614.851556543	625223.8404984745
47588	1	1784856.3897641099	625412.695071022
47589	3	1785309.638168744	622154.6497679531
47590	1	1785674.2242273255	622162.1725736536
47591	1	1784898.9067098713	622236.6120295483
47592	1	1785256.8581692022	622270.3819317643
47593	1	1785566.0240545417	622397.2926682383
47594	3	1785077.6562669796	622450.9849056815
47595	1	1784977.6754212661	622536.0742027988
47596	4	1785256.2239028176	622590.3695685919
47597	1	1785610.8139072293	622654.3797265523
47598	1	1785149.4730519704	622726.829597424
47599	3	1785453.9614179228	622769.3134813254
47600	3	1784589.39743046	622986.6624747171
47601	3	1785754.6301884775	623002.9412238909
47602	2	1785801.2074869382	623028.4933075041
47603	1	1784816.4725358668	623036.5484245423
47604	1	1784422.847566084	623202.8643226317
47605	3	1785616.4349248817	623263.004890483
47606	1	1785727.0814979458	623322.0068815015
47607	1	1784468.3828086674	623436.282995294
47608	1	1786618.7134438187	623601.4246929598
47609	1	1786376.1771243573	623630.2527756664
47610	3	1784760.3501744838	623649.5700825679
47611	1	1784499.168532389	623674.8920137248
47612	1	1786104.1155454144	623665.0935210888
47613	1	1785756.4727361372	623669.107399623
47614	3	1784607.8917143906	623710.2399118205
47615	3	1786255.5212777487	623718.3801294835
47616	1	1786806.5330462828	623804.1022751057
47617	3	1786646.95154194	623813.8416485875
47618	1	1784612.2304679041	623834.7112047836
47619	3	1785864.59485213	623890.4840009045
47620	3	1786477.8134539672	623949.2329493645
47621	3	1786164.3750045826	624032.3856882581
47622	1	1785870.0763019533	624150.0040311851
47623	1	1786671.4562812597	624231.9600340325
47624	3	1786235.4651144242	624335.9042596424
47625	1	1786045.8214929355	624406.6296867728
47626	1	1786374.4007569249	624475.1815568478
47627	1	1786492.2939939636	618402.0368960832
47628	1	1786130.3255656722	618629.6506864545
47629	4	1786512.9264590407	618814.717659791
47630	3	1786908.5764065403	618959.6644360255
47631	1	1787200.3854645798	619001.8823661727
47632	1	1785620.5971711706	619056.5992021342
47633	4	1785963.1960481575	619087.9268312964
47634	3	1787168.2159802932	619105.832629714
47635	1	1786529.323629928	619118.2160021787
47636	3	1785651.307520688	619237.3283571223
47637	3	1785230.637697343	619530.8501544844
47638	1	1785004.4155752305	619573.055274974
47639	3	1785278.9823921837	619974.6615839802
47640	1	1785237.1811269177	620143.8366264673
47641	3	1839666.900664334	563787.7555743008
47642	3	1839570.9654492512	563798.3744845213
47643	4	1839732.4974693211	563949.8151664846
47644	1	1780976.5972098403	653283.0467243356
47645	1	1780343.1125012955	653374.8972794517
47646	1	1781014.2109549653	653527.0730808511
47647	3	1780586.6383379502	653537.4946842343
47648	3	1780841.2909377923	653549.3095927382
47649	3	1780474.872194161	653789.772804885
47650	1	1782641.3213583927	657587.9843602607
47651	2	1781776.4019033741	675124.0339963654
47652	3	1775445.8020565247	669623.8035517305
47653	1	1794170.3094854162	675396.0449335407
47654	1	1793264.5218776644	676254.1185205912
47655	3	1793219.5490794927	676331.9329113818
47656	1	1792911.11769084	676614.1208339642
47657	3	1793042.4067592265	676658.1003614671
47658	1	1793142.6653437058	676694.6239528155
47659	1	1795257.7798751069	675298.1261004601
47660	1	1794549.4292518073	675527.7271970559
47661	3	1794702.7269908567	675648.759058842
47662	3	1795192.177324353	675676.7615068593
47663	1	1795281.5134106649	675761.7759196485
47664	3	1794631.5673616	675887.2722888931
47665	3	1812314.5379385198	683626.2804796558
47666	1	1812452.6622839423	685874.242444982
47667	1	1731033.882690691	660841.2112575127
47668	2	1732930.5372279584	651189.0690473014
47669	3	1822868.8077031611	551882.4174365434
47670	3	1822891.49046241	552150.2183125201
47671	3	1822365.5085413987	552221.2984542821
47672	1	1823469.4278308619	553282.3204668297
47673	1	1822426.5743248772	552753.9084010958
47674	3	1822960.9563243515	552409.7761196623
47675	3	1822646.2292182252	552175.4756138624
47676	1	1823179.88230227	552038.1114763254
47677	3	1823453.1884211747	552642.4637544829
47678	1	1822131.624967292	552504.2252160785
47679	3	1823338.5051951173	551992.5433536278
47680	1	1823124.616665705	552364.5455447142
47681	1	1821628.188981279	548363.9220287931
47682	3	1822093.6825219258	551915.4409347548
47683	3	1821818.7993354774	552647.043346963
47684	1	1734212.0966249923	692668.16601957
47685	3	1733374.551100278	692714.2945641484
47686	1	1732721.5521251753	692785.8793358252
47687	4	1733900.2139222529	692797.026160855
47688	3	1734138.7491351163	692933.7930168847
47689	3	1733058.8536358303	692953.503404227
47690	3	1734467.7263523103	693021.7731823594
47691	4	1733769.0917461847	693029.9948564108
47692	3	1734469.0229338193	693290.7988460967
47693	3	1734453.6188705857	693573.4300055017
47694	1	1728086.3026838792	684639.4601513031
47695	3	1728053.6508488248	684792.6341561024
47696	3	1728302.8081733636	684847.3523818307
47697	1	1728046.5596273525	685110.1471379236
47698	3	1728235.8966919617	685173.3722208099
47699	3	1728119.9937620554	685496.8877583849
47700	3	1798403.6976324096	689583.8777789614
47701	1	1797988.439469147	689841.5252725099
47702	3	1806496.8839852687	688122.2718842785
47703	1	1781249.5630636804	608414.8415339749
47704	1	1781793.8105340812	608459.0138473789
47705	4	1781912.9930866824	608547.43237866
47706	1	1781458.172202279	608563.8366740645
47707	3	1781273.191304787	608592.3346603792
47708	4	1781548.0364974842	608967.3279493647
47709	1	1782029.6694983982	609073.4299481728
47710	3	1781737.756203127	609398.5693907284
47711	4	1781143.2864260825	609406.7793589253
47712	1	1781576.6225670918	609409.0742213983
47713	1	1782027.995577525	609456.3989365817
47714	3	1781739.8904670505	609545.9872767156
47715	1	1780803.5175851372	609556.7762357321
47716	3	1781989.4767877776	609583.6931408484
47717	1	1782141.4074752918	609614.0210727826
47718	3	1781397.4011489141	609641.3904111525
47719	4	1781660.6634680524	609781.6611780159
47720	1	1780934.3523505887	610211.1802424391
47721	1	1780983.48101675	610581.0794718526
47722	1	1790812.8820606149	677842.5004978837
47723	1	1809963.9379846267	671823.690546769
47724	3	1809930.8490214169	672301.4954270395
47725	1	1809484.3848063964	672369.113501407
47726	3	1809588.5544198412	672527.6266485633
47727	1	1809145.2966616245	672587.2234268084
47728	3	1809254.484459044	672745.7077147956
47729	3	1808766.6962514706	672864.1667120821
47730	4	1810869.5073188955	672919.2336820276
47731	1	1810935.3792650297	673092.1583897405
47732	1	1808936.0691570402	673606.241247326
47733	3	1726588.21785335	646990.8856715612
47734	3	1727607.8807934658	647193.8797620784
47735	3	1724543.6088719047	646314.2018931097
47736	3	1724158.711624277	646527.1410966457
47737	1	1727737.7578082911	641931.2996409626
47738	1	1727698.187305625	641543.5612020011
47739	3	1728283.1900947844	640759.6473216729
47740	3	1727614.5493726651	642321.1220033331
47741	1	1728747.7060579138	642510.1061120736
47742	1	1734022.1044074954	628585.6767961169
47743	1	1729599.0001552196	629750.7495861732
47744	2	1723553.9194023916	636786.4999468435
47745	3	1723860.5589111692	641210.2784370787
47746	3	1724012.0697097485	640958.1723701204
47747	3	1822848.5148550128	557400.9878801167
47748	3	1821017.5574067782	556223.1873362298
47749	4	1820603.1951539554	556434.9705409395
47750	3	1820879.6655005058	557309.0193477469
47751	3	1820906.1620460006	556227.3942252403
47752	3	1819775.0269421986	557021.267019219
47753	3	1819305.6020515235	557066.2681784654
47754	1	1822817.9960240293	557165.2591155068
47755	1	1823151.6897036617	557115.5345966322
47756	3	1820524.0750385548	556840.8875048257
47757	3	1821482.056584523	556430.8656823942
47758	3	1824329.9976011019	556315.7351140009
47759	1	1824497.3606254933	556602.4756363926
47760	3	1824357.173591909	556596.6198321483
47761	1	1823342.6418077573	556904.1771940715
47762	3	1824659.745405653	556125.1737508046
47763	1	1822598.2581620489	556718.9888165717
47764	3	1823048.1279436417	556081.5220799809
47765	1	1821580.676451078	555484.2898975036
47766	3	1823792.0868930747	555822.6255160101
47767	3	1824414.3790016703	554989.5725477425
47768	1	1821874.9747465404	556606.5159162432
47769	3	1824564.1696518136	555734.6956526336
47770	3	1822511.541833357	557446.0002199262
47771	3	1823494.4631647065	555681.4181951632
47772	1	1820796.0556705273	555553.7982632244
47773	1	1820692.0966048606	557482.5182336778
47774	3	1824158.347570884	555108.7866068614
47775	4	1822419.4301347595	555806.9385133868
47776	1	1820937.245863703	556862.0791180985
47777	3	1822122.4573911186	556207.0327794835
47778	3	1821767.4199493437	557545.128048598
47779	3	1823500.7323446122	554564.5884676815
47780	1	1822494.3383368975	556383.1615923219
47781	3	1820877.3031906062	555622.5474866243
47782	3	1820687.6908126315	557083.2154990662
47783	3	1820748.490584107	556570.7357224954
47784	1	1822945.47193367	555347.4543606614
47785	1	1820445.329695444	557261.7275047506
47786	3	1821754.8503790384	556759.2820132655
47787	2	1823264.2359133004	555152.5641763887
47788	1	1820964.1303008397	557661.684711853
47789	3	1822777.7296375486	556699.885633942
47790	3	1821123.1787112108	555840.7981927353
47791	1	1822767.367912872	556583.8167823032
47792	1	1823005.1814962956	555731.1907955712
47793	1	1821901.7799488276	555461.1880232856
47794	4	1821083.4320761263	557465.2375331223
47795	2	1824361.0938188676	554881.3608554158
47796	4	1822466.2521411974	556160.5255994705
47797	3	1824360.231730555	555959.941930573
47798	3	1822367.384309855	555416.61234007
47799	3	1823454.725023334	555616.0941815433
47800	3	1822155.0250228508	557493.2991997363
47801	3	1820984.3796024246	556166.9336900575
47802	1	1820379.8564068873	556915.8829685044
47803	3	1820263.474670492	557451.2166903077
47804	1	1823758.4177470265	556379.3728939034
47805	3	1819546.1535814079	557632.5321361343
47806	1	1820262.1282637408	557825.4317754714
47807	1	1819358.5220047915	557330.9994206837
47808	3	1820198.554660133	557503.602877441
47809	3	1819824.7940376278	557134.220703039
47810	1	1819972.8547621747	557867.6817572576
47811	3	1819749.219533773	557304.6036104672
47812	1	1823416.3379637485	556235.4761632873
47813	3	1819917.078819317	557564.7423359067
47814	3	1823826.5885855576	556204.6693911979
47815	1	1819567.3460294611	557778.0296122526
47816	3	1819885.962043181	557274.7812405982
47817	1	1820109.90060044	556971.1374171524
47818	3	1823384.8705079756	556046.3456533259
47819	3	1820171.609369299	557217.6243376462
47820	1	1820539.1522401767	557763.2263171319
47821	3	1819504.9046510288	557332.0670115651
47822	2	1731263.969698234	665776.5185660641
47823	3	1740029.1443116325	664357.4450931638
47824	4	1740205.836535605	664450.7002775241
47825	4	1740391.9857270222	664545.3380551913
47826	4	1740622.045229087	664667.6621840798
47827	3	1740836.7033930742	664783.9207208607
47828	3	1740941.6501254658	664839.5210294251
47829	4	1741036.8146248774	664890.1020919437
47830	1	1720268.38126174	622591.1430934431
47831	1	1723189.2279332743	622318.3219663032
47832	1	1721894.1064906798	621470.2039699339
47833	1	1721945.5565769996	620984.8682881845
47834	1	1723683.6548380826	622083.6988078395
47835	1	1740680.2119068552	655343.293196959
47836	1	1740406.7770131296	655646.5138840589
47837	3	1741886.7782874845	670123.5075763079
47838	3	1752103.4752874137	677106.221283119
47839	3	1769535.8205226169	645760.2205698971
47840	1	1840375.0371556603	691949.6110549709
47841	1	1708194.9532840485	676983.3409127689
47842	1	1706856.6893236493	677312.5245751467
47843	2	1711313.9575059162	633914.5406980317
47844	3	1727223.5679669655	678696.5941023182
47845	3	1827888.8681042602	557796.9112207491
47846	3	1827996.4487661393	557740.3314053371
47847	3	1830668.1416303671	556911.3876214249
47848	3	1829953.9867293246	557957.3301340969
47849	3	1830131.8589397538	557603.7501297715
47850	3	1830684.082297129	557709.2328869925
47851	3	1830200.966670431	557866.6034252666
47852	3	1827991.7556531902	557872.4917042805
47853	1	1830786.1703901426	557680.3547045114
47854	3	1830053.6532548345	557483.6343890366
47855	3	1830617.2676505228	557429.2588662582
47856	4	1829630.2100443216	557541.3534400783
47857	3	1828036.1684936357	557804.5696888143
47858	3	1830157.8195429652	557331.3429534186
47859	3	1830022.3424425046	557255.9104297069
47860	3	1830115.5473412438	557352.2935119692
47861	3	1830051.8267586252	557225.1923796602
47862	3	1829749.681555535	558111.1933883544
47863	3	1835223.8354249857	555918.537166328
47864	3	1717208.0291902467	553253.016378566
47865	3	1717309.936808616	553248.1293202243
47866	3	1718246.9496893317	553580.3911860968
47867	3	1718637.4951903294	553642.1841372076
47868	3	1719168.4593822383	553214.9831776974
47869	4	1719584.3224975835	552842.2912203133
47870	3	1719762.3537647433	552486.5690513657
47871	3	1719812.4464180858	552452.6493412406
47872	3	1719723.7187660094	552474.1595992655
47873	4	1719552.8778915787	552804.3386450072
47874	3	1719137.3923385502	553186.4924117622
47875	3	1718628.733508037	553519.5836404051
47876	3	1718296.2002477355	553449.2817447564
47877	3	1717305.3686957972	553165.5354903191
47878	3	1717203.5585581146	553181.7064542862
47879	1	1719768.4651891836	553060.9456069791
47880	3	1719485.58382339	552733.2037202907
47881	3	1719101.1420821226	552451.8406536347
47882	3	1719146.3985115476	552407.040671687
47883	3	1719282.7121409285	552025.4646160534
47884	3	1719294.0104571222	551995.153598882
47885	3	1719327.2745940718	551865.2755015695
47886	3	1719773.1558709908	552363.8005381522
47887	3	1719666.7366857983	551981.3967883652
47888	3	1719205.5216176237	552251.4584548764
47889	3	1719701.460591128	552401.5458521405
47890	4	1719604.6716021753	552381.6269611679
47891	3	1719542.2341339448	552565.6306337904
47892	4	1740396.4290965463	665108.1179311713
47893	4	1740162.2680418168	664989.4684548929
47894	4	1739805.0395185957	664801.5339172925
47895	3	1738425.7724735492	664024.6893141295
47896	3	1738441.1821375915	663846.5481847993
47897	3	1738484.7242571886	663938.6691460665
47898	3	1738331.900814009	663840.8657435058
47899	4	1739047.680467499	664304.0633743065
47900	3	1737261.1384154775	664695.0948128788
47901	4	1739459.2365259957	664565.8231895459
47902	4	1739444.701312485	664594.3340059532
47903	4	1738869.2253177757	663692.428018902
47904	4	1739523.3524896663	663380.3460345459
47905	4	1739469.5237049568	663405.5277866995
47906	3	1742725.27559934	664070.4969383494
47907	3	1742182.7455129274	664648.8415491366
47908	3	1742638.310671732	664804.3644490136
47909	3	1742577.849418213	664623.1783986263
47910	3	1742512.5473566304	664427.1044881047
47911	3	1742807.2827101515	664326.508285001
47912	3	1739995.5022145864	664844.4404882775
47913	4	1739963.0954094075	665375.4759088587
47914	3	1738404.5644738956	663660.0842853561
47915	3	1742367.3766394714	662174.0718672633
47916	1	1742197.8598376275	662583.1295497302
47917	3	1742074.6378154648	662833.4658746087
47918	2	1720727.1043252463	658160.9998582061
47919	3	1840582.3697742124	564611.837723795
47920	5	1843809.0103089632	556152.9992591332
47921	3	1841438.1811780888	555144.4144607047
47922	3	1841442.9035386809	555207.7322216493
47923	3	1840576.561674185	555236.2937294035
47924	3	1840016.3951531246	555145.9464579145
47925	3	1840014.5918167236	555207.1088268246
47926	4	1838048.022770512	551094.5226428568
47927	2	1839453.6477614795	551545.7997526443
47928	3	1821655.2709743313	544227.8609367032
47929	3	1821696.164420651	544224.7418726819
47930	3	1818013.8021361278	562285.2920024858
47931	3	1829499.3501917245	560345.2632054767
47932	3	1836989.2317819109	553937.1561387071
47933	3	1836672.2289297348	551217.2274288734
47934	1	1836368.704612282	551143.2577234914
47935	1	1837900.2712317721	557508.3884814362
47936	3	1838991.6907162615	556739.7910464465
47937	3	1817303.939605503	549435.5927229291
47938	3	1816187.9002788526	551104.6149383776
47939	4	1816357.1885678158	552132.7967580878
47940	3	1816597.4891708612	550991.4424313778
47941	3	1816381.597538792	551079.5734434171
47942	3	1816587.084445169	551834.1914532798
47943	1	1817030.5620604125	551855.8970475964
47944	1	1816010.925835987	552280.9492595559
47945	1	1816056.1676088073	550795.5303486806
47946	1	1810302.7557072346	544847.0337269888
47947	3	1767618.856630785	588502.9062975891
47948	3	1767682.9051921251	588519.2073814602
47949	3	1767666.4757805527	588583.0257515004
47950	4	1764865.8508510601	588597.4818717823
47951	3	1764667.9460111854	588235.5760715507
47952	3	1765876.528341019	589760.3735853231
47953	1	1765695.6585684912	589883.952092706
47954	3	1765725.097984442	588169.9125518696
47955	3	1765997.0271008885	588240.8154323596
47956	3	1765152.9958342738	588432.7452139716
47957	4	1765852.4431091633	587332.8547797677
47958	3	1767553.8792257395	587926.0125746041
47959	3	1768014.9919700506	587874.4021976672
47960	1	1768344.8029507569	587883.4062631289
47961	3	1768103.662679769	588026.6793058243
47962	3	1769065.3197296017	586857.7102004825
47963	3	1768839.636967907	586926.2453935983
47964	1	1768668.1836637133	587046.0997892399
47965	1	1769013.2549704663	587636.3544581676
47966	3	1769648.7464807895	588278.1299765375
47967	3	1769416.1341643976	588413.689031375
47968	1	1769209.10500077	588008.1322990581
47969	1	1769680.5338443741	588683.0719934867
47970	1	1826258.9282015455	583453.1888812789
47971	1	1816644.6371373942	592995.3100584543
47972	4	1816683.9321790664	592926.303758755
47973	3	1813059.0588945497	593070.0271223593
47974	3	1839659.1887884731	584702.0612109776
47975	3	1841488.728322552	580061.4751358536
47976	3	1825098.7157350266	555250.0915013391
47977	4	1829981.3469127459	554442.2714154032
47978	3	1832199.7700000114	553125.3129123749
47979	4	1832211.0516357934	552877.3662070163
47980	3	1832201.2922050303	552692.4928608563
47981	3	1832124.5019585977	552622.2350848058
47982	3	1832189.913652884	552541.4804587024
47983	3	1832275.0068932404	552612.7914485126
47984	4	1832138.2638685931	551578.1780072096
47985	3	1832216.7043963682	551242.1884645435
47986	3	1832428.410622649	550947.071275909
47987	3	1832542.6448169448	550721.9390529173
47988	3	1832039.9384427548	553734.3324065815
47989	4	1831810.543269742	553540.6649768576
47990	4	1831730.8297366614	553415.819848934
47991	3	1831701.6642660243	552887.0446489067
47992	3	1832801.3014112362	553745.3206224533
47993	3	1832685.8333319682	551553.0399452228
47994	3	1831681.8225581464	552575.906092356
47995	3	1831472.9348738606	552773.4599145874
47996	3	1831581.535498227	553680.7986972952
47997	3	1832779.6751622222	553366.846956693
47998	3	1832256.4281607661	553578.6084977688
47999	3	1832752.9591925452	552850.7998336453
48000	4	1832739.2704555786	552585.4975926831
48001	2	1832866.40490774	552584.9027698697
48002	3	1832766.310471169	553107.3673513978
48003	3	1831688.328161046	552384.4039516244
48004	4	1832180.16254897	552358.4271793207
48005	3	1832725.9102208726	552327.1101200011
48006	3	1831674.6483930221	552123.1063382904
48007	4	1832166.1925581866	552097.4947360243
48008	3	1832712.553178146	552069.450697031
48009	3	1831725.8399263835	551854.9505228095
48010	4	1832152.2274718154	551837.6543494327
48011	4	1832699.18739802	551809.9712813421
48012	1	1832807.0466118897	551806.1903441229
48013	3	1832672.155412727	551290.2859392853
48014	1	1832811.762098852	550786.9293644323
48015	1	1758696.6155393182	601295.1080735252
48016	1	1759387.9447290276	602057.4800729239
48017	3	1757983.79430228	600878.008305358
48018	3	1758034.079960377	600469.2023349989
48019	3	1758973.5554769817	601664.0482281502
48020	3	1758912.9996252744	601186.8804944787
48021	3	1758045.9347745632	600634.7493013091
48022	1	1756891.8114152458	599270.0439991282
48023	3	1758748.389204328	600927.0637627664
48024	3	1759354.9629907974	601669.299326335
48025	3	1758855.683339786	600380.9715551139
48026	3	1733676.3207625337	654532.5642550869
48027	3	1733645.4646741832	654587.7856031021
48028	3	1732327.160453442	656616.4257851171
48029	1	1732704.6545076342	656699.9858511343
48030	1	1732357.911749806	656765.7968048466
48031	4	1733108.4151167767	656963.1748704044
